encoded_method,path_depth,url_length,query_param_count,query_string_length,payload_length,payload_entropy,special_char_count,header_count,auth_header_present,status_code,response_size,feature_vector,sensitive_fields_leaked,label
2,3,36,0,0,50,4.3815,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.3815, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.5227,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.5227, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.3815,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.3815, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.2227,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.2227, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.0713,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.0713, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.2227,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.2227, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.0713,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.0713, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.284,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.284, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.1362,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.1362, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.284,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.284, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.1362,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.1362, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,51,4.3808,15,7,0,200,57,"[2, 3, 36, 0, 0, 51, 4.3808, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,48,4.2283,15,7,0,200,57,"[2, 3, 36, 0, 0, 48, 4.2283, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,51,4.3808,15,7,0,400,64,"[2, 3, 39, 0, 0, 51, 4.3808, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,48,4.2283,15,7,0,400,64,"[2, 3, 39, 0, 0, 48, 4.2283, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,51,4.1447,15,7,0,200,57,"[2, 3, 36, 0, 0, 51, 4.1447, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,48,3.9698,15,7,0,200,57,"[2, 3, 36, 0, 0, 48, 3.9698, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,51,4.1447,15,7,0,400,64,"[2, 3, 39, 0, 0, 51, 4.1447, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,48,3.9698,15,7,0,400,64,"[2, 3, 39, 0, 0, 48, 3.9698, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,51,4.2259,15,7,0,200,57,"[2, 3, 36, 0, 0, 51, 4.2259, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,48,4.0561,15,7,0,200,57,"[2, 3, 36, 0, 0, 48, 4.0561, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,51,4.2259,15,7,0,400,64,"[2, 3, 39, 0, 0, 51, 4.2259, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,48,4.0561,15,7,0,400,64,"[2, 3, 39, 0, 0, 48, 4.0561, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.4721,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.4721, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.3266,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.3266, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.4721,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.4721, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.3266,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.3266, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.2672,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.2672, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.1091,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.1091, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.2672,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.2672, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.1091,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.1091, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.3202,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.3202, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.1499,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.1499, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.3202,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.3202, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.1499,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.1499, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.4721,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.4721, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.3266,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.3266, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.4721,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.4721, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.3266,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.3266, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.1663,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.1663, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,3.9538,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 3.9538, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.1663,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.1663, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,3.9538,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 3.9538, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.2413,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.2413, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.0334,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.0334, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.2413,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.2413, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.0334,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.0334, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.3952,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.3952, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.2449,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.2449, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.3952,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.3952, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.2449,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.2449, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.1903,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.1903, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,3.9967,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 3.9967, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.1903,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.1903, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,3.9967,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 3.9967, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.2527,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.2527, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.0763,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.0763, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.2527,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.2527, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.0763,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.0763, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.4473,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.4473, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.3015,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.3015, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.4473,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.4473, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.3015,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.3015, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.2301,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.2301, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,3.9991,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 3.9991, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.2301,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.2301, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,3.9991,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 3.9991, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.2301,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.2301, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.0542,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.0542, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.2301,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.2301, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.0542,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.0542, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.485,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.485, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.3415,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.3415, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.485,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.485, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.3415,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.3415, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.185,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.185, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.0484,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.0484, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.185,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.185, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.0484,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.0484, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.237,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.237, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.0884,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.0884, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.237,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.237, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.0884,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.0884, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,51,4.3268,15,7,0,200,57,"[2, 3, 36, 0, 0, 51, 4.3268, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,48,4.1709,15,7,0,200,57,"[2, 3, 36, 0, 0, 48, 4.1709, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,51,4.3268,15,7,0,400,64,"[2, 3, 39, 0, 0, 51, 4.3268, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,48,4.1709,15,7,0,400,64,"[2, 3, 39, 0, 0, 48, 4.1709, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,51,4.0246,15,7,0,200,57,"[2, 3, 36, 0, 0, 51, 4.0246, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,48,3.8478,15,7,0,200,57,"[2, 3, 36, 0, 0, 48, 3.8478, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,51,4.0246,15,7,0,400,64,"[2, 3, 39, 0, 0, 51, 4.0246, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,48,3.8478,15,7,0,400,64,"[2, 3, 39, 0, 0, 48, 3.8478, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,51,4.0786,15,7,0,200,57,"[2, 3, 36, 0, 0, 51, 4.0786, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,48,3.923,15,7,0,200,57,"[2, 3, 36, 0, 0, 48, 3.923, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,51,4.0786,15,7,0,400,64,"[2, 3, 39, 0, 0, 51, 4.0786, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,48,3.923,15,7,0,400,64,"[2, 3, 39, 0, 0, 48, 3.923, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,50,4.3664,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.3664, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,47,4.2116,15,7,0,200,57,"[2, 3, 36, 0, 0, 47, 4.2116, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,50,4.3664,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.3664, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,47,4.2116,15,7,0,400,64,"[2, 3, 39, 0, 0, 47, 4.2116, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,50,4.2313,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.2313, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,47,4.0093,15,7,0,200,57,"[2, 3, 36, 0, 0, 47, 4.0093, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,50,4.2313,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.2313, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,47,4.0093,15,7,0,400,64,"[2, 3, 39, 0, 0, 47, 4.0093, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,50,4.2313,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.2313, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,47,4.0093,15,7,0,200,57,"[2, 3, 36, 0, 0, 47, 4.0093, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,50,4.2313,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.2313, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,47,4.0093,15,7,0,400,64,"[2, 3, 39, 0, 0, 47, 4.0093, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.4721,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.4721, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.3266,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.3266, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.4721,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.4721, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.3266,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.3266, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.2413,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.2413, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.0896,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.0896, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.2413,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.2413, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.0896,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.0896, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.3037,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.3037, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.1559,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.1559, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.3037,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.3037, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.1559,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.1559, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.485,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.485, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.3415,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.3415, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.485,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.485, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.3415,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.3415, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.3433,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.3433, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.1362,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.1362, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.3433,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.3433, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.1362,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.1362, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.3433,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.3433, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.1362,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.1362, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.3433,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.3433, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.1362,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.1362, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,54,4.498,15,7,0,200,57,"[2, 3, 36, 0, 0, 54, 4.498, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,51,4.3564,15,7,0,200,57,"[2, 3, 36, 0, 0, 51, 4.3564, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,54,4.498,15,7,0,400,64,"[2, 3, 39, 0, 0, 54, 4.498, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,51,4.3564,15,7,0,400,64,"[2, 3, 39, 0, 0, 51, 4.3564, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,54,4.1439,15,7,0,200,57,"[2, 3, 36, 0, 0, 54, 4.1439, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,51,3.9815,15,7,0,200,57,"[2, 3, 36, 0, 0, 51, 3.9815, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,54,4.1439,15,7,0,400,64,"[2, 3, 39, 0, 0, 54, 4.1439, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,51,3.9815,15,7,0,400,64,"[2, 3, 39, 0, 0, 51, 3.9815, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,54,4.1949,15,7,0,200,57,"[2, 3, 36, 0, 0, 54, 4.1949, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,51,4.0207,15,7,0,200,57,"[2, 3, 36, 0, 0, 51, 4.0207, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,54,4.1949,15,7,0,400,64,"[2, 3, 39, 0, 0, 54, 4.1949, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,51,4.0207,15,7,0,400,64,"[2, 3, 39, 0, 0, 51, 4.0207, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,49,4.3112,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.3112, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,46,4.1514,15,7,0,200,57,"[2, 3, 36, 0, 0, 46, 4.1514, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,49,4.3112,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.3112, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,46,4.1514,15,7,0,400,64,"[2, 3, 39, 0, 0, 46, 4.1514, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,49,4.1987,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.1987, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,46,4.0295,15,7,0,200,57,"[2, 3, 36, 0, 0, 46, 4.0295, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,49,4.1987,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.1987, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,46,4.0295,15,7,0,400,64,"[2, 3, 39, 0, 0, 46, 4.0295, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,49,4.1987,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.1987, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,46,4.0295,15,7,0,200,57,"[2, 3, 36, 0, 0, 46, 4.0295, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,49,4.1987,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.1987, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,46,4.0295,15,7,0,400,64,"[2, 3, 39, 0, 0, 46, 4.0295, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,48,4.2542,15,7,0,200,57,"[2, 3, 36, 0, 0, 48, 4.2542, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,45,4.0892,15,7,0,200,57,"[2, 3, 36, 0, 0, 45, 4.0892, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,48,4.2542,15,7,0,400,64,"[2, 3, 39, 0, 0, 48, 4.2542, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,45,4.0892,15,7,0,400,64,"[2, 3, 39, 0, 0, 45, 4.0892, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,48,4.0739,15,7,0,200,57,"[2, 3, 36, 0, 0, 48, 4.0739, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,45,3.8611,15,7,0,200,57,"[2, 3, 36, 0, 0, 45, 3.8611, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,48,4.0739,15,7,0,400,64,"[2, 3, 39, 0, 0, 48, 4.0739, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,45,3.8611,15,7,0,400,64,"[2, 3, 39, 0, 0, 45, 3.8611, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,48,4.1156,15,7,0,200,57,"[2, 3, 36, 0, 0, 48, 4.1156, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,45,3.9223,15,7,0,200,57,"[2, 3, 36, 0, 0, 45, 3.9223, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,48,4.1156,15,7,0,400,64,"[2, 3, 39, 0, 0, 48, 4.1156, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,45,3.9223,15,7,0,400,64,"[2, 3, 39, 0, 0, 45, 3.9223, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.485,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.485, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.3415,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.3415, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.485,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.485, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.3415,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.3415, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.2227,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.2227, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.0484,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.0484, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.2227,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.2227, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.0484,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.0484, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,53,4.2747,15,7,0,200,57,"[2, 3, 36, 0, 0, 53, 4.2747, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,50,4.0884,15,7,0,200,57,"[2, 3, 36, 0, 0, 50, 4.0884, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,53,4.2747,15,7,0,400,64,"[2, 3, 39, 0, 0, 53, 4.2747, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,50,4.0884,15,7,0,400,64,"[2, 3, 39, 0, 0, 50, 4.0884, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.4721,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.4721, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.3266,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.3266, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.4721,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.4721, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.3266,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.3266, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.2653,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.2653, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.115,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.115, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.2653,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.2653, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.115,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.115, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.3182,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.3182, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.1887,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.1887, 15, 7, 0, 200, 57]",[],1
2,3,39,0,0,52,4.3182,15,7,0,400,64,"[2, 3, 39, 0, 0, 52, 4.3182, 15, 7, 0, 400, 64]",[],1
2,3,39,0,0,49,4.1887,15,7,0,400,64,"[2, 3, 39, 0, 0, 49, 4.1887, 15, 7, 0, 400, 64]",[],1
2,3,36,0,0,52,4.4336,15,7,0,200,57,"[2, 3, 36, 0, 0, 52, 4.4336, 15, 7, 0, 200, 57]",[],1
2,3,36,0,0,49,4.2857,15,7,0,200,57,"[2, 3, 36, 0, 0, 49, 4.2857, 15, 7, 0, 200, 57]",[],1
