encoded_method,path_depth,url_length,query_param_count,query_string_length,payload_length,payload_entropy,special_char_count,header_count,auth_header_present,status_code,response_size,label
1,3,37,1,7,7,3.7736,2,4,1,200,1452,0
1,4,118,6,35,168,5.9618,27,3,1,403,4208,1
2,1,44,1,12,42,1.0914,4,7,1,200,1048,0
1,3,23,1,11,30,1.3702,3,5,1,200,616,0
2,1,15,2,10,33,1.6465,3,4,1,200,1460,0
2,1,86,9,91,204,5.0205,10,10,1,400,982,1
2,3,45,0,0,31,2.6694,4,4,1,200,623,0
2,2,36,1,5,36,3.2483,2,5,1,200,1456,0
1,3,25,0,20,1,3.0036,2,6,1,200,867,0
3,1,35,4,75,279,5.387,47,9,0,403,3897,1
1,3,27,1,16,40,2.0407,3,5,1,200,282,0
1,3,42,0,9,17,3.9751,0,6,1,200,659,0
1,2,18,1,11,26,1.2771,3,6,1,200,671,0
3,5,54,8,53,116,5.24,18,6,1,500,3181,1
1,1,17,1,26,15,3.3526,2,7,1,200,304,0
1,2,48,2,17,19,3.2724,3,6,1,200,382,0
1,2,39,1,29,2,2.0263,0,7,1,200,827,0
2,5,91,6,116,165,5.3638,24,6,0,400,1083,1
1,1,20,0,10,47,1.6537,3,6,1,200,729,0
1,3,36,2,2,39,2.1986,0,7,1,200,1208,0
1,3,19,1,12,36,1.3561,4,5,1,200,1420,0
1,3,141,3,84,153,4.5973,39,9,1,200,990,1
2,1,42,1,29,8,1.0953,1,4,1,200,873,0
1,1,26,0,22,21,1.6796,0,4,1,200,960,0
1,2,35,2,16,21,2.4321,4,7,1,200,207,0
2,1,46,7,109,190,4.7541,26,8,0,400,1362,1
1,3,41,0,16,30,1.9099,2,7,1,200,205,0
1,2,37,0,1,25,3.8113,1,7,1,200,589,0
1,2,32,0,24,13,3.5346,3,6,1,200,218,0
3,3,140,5,54,130,6.4447,29,6,0,500,4627,1
1,1,31,2,10,49,1.3176,3,4,1,200,1025,0
1,1,29,2,29,3,2.669,3,7,1,200,1413,0
1,2,42,0,1,30,1.2872,2,6,1,200,400,0
3,5,95,9,90,297,5.8938,48,11,1,403,2945,1
2,2,19,0,28,38,3.1945,2,5,1,200,372,0
1,2,20,1,28,45,1.3228,4,6,1,200,205,0
1,2,29,1,8,36,3.7047,2,6,1,200,1034,0
2,3,72,2,115,181,5.473,26,11,0,200,2563,1
1,2,49,1,0,19,2.1468,2,4,1,200,962,0
2,1,26,2,13,32,2.293,2,4,1,200,1040,0
1,3,19,2,19,22,2.2516,3,5,1,200,1460,0
4,1,103,7,77,143,4.8007,34,5,1,500,1901,1
1,3,35,0,21,44,1.9138,0,7,1,200,1093,0
2,1,32,1,26,10,2.26,2,5,1,200,682,0
1,2,30,1,24,43,1.9411,1,7,1,200,1198,0
2,2,119,4,46,76,6.1982,17,9,0,403,4113,1
1,1,31,2,28,16,1.6782,4,7,1,200,289,0
1,2,43,2,11,36,1.2506,1,6,1,200,1403,0
1,1,43,2,14,35,3.0814,3,6,1,200,660,0
2,5,93,6,46,104,4.9617,29,11,1,403,1287,1
1,2,19,1,3,29,2.1757,1,4,1,200,1029,0
2,2,23,2,18,18,2.9443,3,6,1,200,640,0
1,2,32,0,19,22,3.2139,4,5,1,200,1188,0
4,2,106,3,28,155,6.0139,13,5,1,400,1282,1
1,1,35,0,18,30,2.403,1,6,1,200,1361,0
1,1,46,1,6,30,3.0673,0,6,1,200,1086,0
1,3,40,2,17,11,1.1204,0,6,1,200,1191,0
1,4,82,3,90,179,6.3074,13,5,1,403,3467,1
1,3,17,2,9,26,2.7827,1,4,1,200,855,0
1,2,44,1,27,24,1.0552,1,7,1,200,497,0
1,1,30,0,21,19,3.1041,2,4,1,200,535,0
2,2,118,3,31,217,4.8792,35,11,1,500,2652,1
1,3,16,0,18,35,1.5239,2,5,1,200,768,0
2,1,29,0,27,19,2.6918,4,5,1,200,821,0
1,2,38,1,1,11,1.4521,3,4,1,200,1245,0
2,5,129,9,108,145,6.5291,45,6,1,400,294,1
1,1,30,2,4,3,1.9775,2,5,1,200,909,0
1,1,37,1,28,6,1.3788,3,4,1,200,880,0
1,2,19,0,26,22,3.1868,2,5,1,200,1046,0
3,1,146,8,118,66,6.1631,32,10,0,403,2438,1
2,1,20,2,24,30,2.1399,4,4,1,200,707,0
1,3,15,2,10,38,3.962,2,4,1,200,253,0
2,3,34,1,2,0,1.9601,4,6,1,200,328,0
1,2,58,5,89,57,5.4457,42,5,1,403,2856,1
1,1,34,0,6,3,2.2778,2,5,1,200,1186,0
1,1,27,0,21,27,2.3291,4,4,1,200,1266,0
1,2,40,2,25,22,2.7567,3,4,1,200,1243,0
4,3,141,8,70,61,5.9225,23,8,1,403,3446,1
1,2,42,0,2,39,2.6343,3,5,1,200,575,0
1,3,18,0,11,25,3.3113,3,6,1,200,245,0
2,1,27,0,28,3,2.1878,0,6,1,200,565,0
2,3,121,7,106,222,4.8613,37,11,1,200,1177,1
1,1,28,1,2,29,2.4979,2,7,1,200,699,0
1,3,39,2,5,41,2.8419,4,7,1,200,1469,0
1,2,37,0,9,6,2.9463,1,4,1,200,1392,0
2,2,86,8,69,279,7.1045,42,3,1,200,1311,1
1,1,18,2,21,25,1.6447,1,4,1,200,388,0
1,1,38,2,3,49,2.5899,2,6,1,200,576,0
1,1,30,2,14,30,2.787,0,6,1,200,503,0
2,2,77,8,23,79,4.7406,20,4,1,500,792,1
1,1,15,2,25,25,3.9128,4,5,1,200,781,0
1,2,33,0,17,30,3.9869,0,5,1,200,232,0
1,2,44,2,6,8,3.6216,3,6,1,200,1384,0
3,5,44,3,71,280,5.6429,27,5,0,403,1871,1
2,2,47,2,25,10,3.479,1,7,1,200,1080,0
1,2,16,2,5,41,3.3532,0,4,1,200,343,0
2,3,42,2,22,48,2.7148,4,5,1,200,615,0
1,5,71,6,115,236,5.1803,48,9,0,403,2002,1
1,2,42,0,14,34,1.1535,4,4,1,200,1370,0
2,3,34,2,3,20,1.0774,4,6,1,200,208,0
1,1,21,2,6,37,3.467,0,4,1,200,200,0
2,3,109,7,91,233,5.8547,21,11,0,500,1789,1
2,2,37,2,5,46,3.1864,0,5,1,200,1413,0
1,2,42,1,26,27,2.9255,2,7,1,200,310,0
1,1,18,1,24,33,1.1243,1,7,1,200,805,0
1,5,98,2,39,167,6.3526,27,4,1,403,2960,1
1,3,26,2,12,49,2.8832,2,6,1,200,234,0
1,2,28,1,12,43,2.4696,0,6,1,200,1138,0
2,3,33,1,11,27,2.26,2,4,1,200,1114,0
4,3,81,6,68,86,6.5762,43,5,1,500,4489,1
1,3,36,2,27,44,1.399,3,6,1,200,413,0
2,1,39,0,0,5,2.0663,2,6,1,200,1118,0
1,1,32,2,14,32,2.9677,2,4,1,200,1139,0
2,3,76,9,70,219,5.9191,29,8,0,200,4440,1
1,3,35,1,7,47,1.3915,0,6,1,200,300,0
2,1,42,0,1,24,1.9571,0,5,1,200,448,0
1,2,25,1,1,39,1.3858,4,6,1,200,1448,0
4,3,47,9,107,286,5.2608,10,6,0,200,4116,1
2,3,48,0,15,33,2.8809,2,4,1,200,727,0
1,1,15,1,18,32,1.8064,3,7,1,200,544,0
1,2,35,1,5,31,3.4946,2,6,1,200,486,0
2,2,59,2,37,237,4.5438,18,6,0,500,2768,1
2,1,30,2,2,4,2.3756,3,6,1,200,822,0
1,1,18,1,12,9,1.6252,0,7,1,200,266,0
1,2,23,1,20,10,1.662,4,5,1,200,1387,0
4,5,41,6,93,297,4.6209,16,4,1,500,671,1
1,3,35,2,28,13,2.1218,4,6,1,200,934,0
1,2,34,2,16,44,3.0151,4,5,1,200,1070,0
1,3,20,2,25,34,2.2824,3,7,1,200,524,0
3,3,89,4,81,193,6.9362,13,11,1,403,3017,1
1,2,33,0,24,15,2.4585,2,7,1,200,794,0
2,3,27,2,26,9,3.294,0,5,1,200,1113,0
2,1,39,2,16,45,2.9372,1,6,1,200,1338,0
2,2,57,4,94,215,4.5154,35,7,1,500,1994,1
2,3,34,1,26,6,1.3951,0,4,1,200,390,0
1,2,18,2,26,2,1.5066,2,4,1,200,663,0
2,3,25,1,20,32,1.5676,3,4,1,200,582,0
1,3,77,6,67,273,7.2975,44,6,1,403,1491,1
1,3,45,0,27,23,1.4177,1,5,1,200,917,0
1,3,20,2,14,49,2.8941,2,5,1,200,758,0
2,2,38,0,29,48,1.6646,1,5,1,200,278,0
4,1,122,3,101,295,5.8878,40,11,1,400,4587,1
1,2,31,0,13,24,2.7861,4,7,1,200,796,0
1,2,49,0,15,49,2.9462,0,6,1,200,1496,0
1,3,16,0,6,33,3.2391,0,6,1,200,524,0
1,4,93,9,70,154,6.2123,18,7,1,200,364,1
1,2,36,1,1,28,1.3611,0,5,1,200,526,0
2,1,15,0,17,26,2.1245,0,7,1,200,305,0
1,2,30,1,22,49,1.5696,0,4,1,200,1241,0
2,5,142,6,62,88,6.9452,26,4,0,400,598,1
1,2,18,2,6,17,3.9607,1,4,1,200,1291,0
2,2,43,0,25,13,3.5763,3,5,1,200,890,0
1,3,22,0,21,48,1.4111,2,5,1,200,1150,0
4,3,91,7,112,71,7.4325,38,5,0,400,2757,1
2,2,32,2,25,16,1.9439,0,6,1,200,1333,0
2,3,33,0,11,33,3.7283,4,4,1,200,1019,0
2,2,15,2,0,26,3.2136,3,6,1,200,260,0
2,2,109,5,84,149,7.3044,26,11,0,403,3562,1
1,3,29,1,13,44,2.18,2,5,1,200,1233,0
1,1,26,1,21,31,2.2336,0,5,1,200,950,0
1,2,33,1,5,44,1.5579,1,4,1,200,590,0
3,4,56,3,116,256,6.5988,36,11,0,200,1690,1
2,3,30,1,28,25,3.3039,2,6,1,200,612,0
1,1,37,2,2,31,3.0897,2,6,1,200,816,0
1,2,46,1,6,9,1.4455,1,5,1,200,1116,0
2,4,110,2,93,164,5.2124,21,10,1,200,3698,1
2,1,16,2,3,49,3.6511,0,6,1,200,643,0
1,3,40,0,10,9,3.1759,2,4,1,200,1389,0
1,2,47,0,23,36,3.5468,0,7,1,200,1183,0
1,4,110,2,69,161,6.2447,20,7,0,400,4890,1
1,2,31,1,9,47,1.9044,4,5,1,200,272,0
2,1,45,1,26,19,2.7494,2,7,1,200,464,0
1,3,29,0,22,18,1.2613,1,4,1,200,1377,0
2,4,78,3,115,230,5.071,42,5,0,500,4372,1
1,3,40,2,7,35,3.823,3,7,1,200,607,0
2,2,15,0,24,9,1.1875,1,7,1,200,1380,0
1,2,30,2,8,13,2.6371,1,5,1,200,398,0
1,2,74,5,82,244,7.4018,35,4,1,500,3457,1
1,2,47,0,13,23,3.042,3,5,1,200,860,0
1,2,23,2,14,12,2.9899,3,5,1,200,795,0
2,2,17,2,11,39,3.3092,3,5,1,200,983,0
3,2,73,6,25,254,7.1922,31,4,1,500,4318,1
1,1,21,2,5,19,3.6089,2,4,1,200,1015,0
1,1,25,2,2,4,3.1198,4,4,1,200,1494,0
1,2,31,1,20,7,1.9662,2,5,1,200,671,0
1,3,148,7,33,59,7.2905,43,11,1,400,2036,1
1,2,45,2,0,11,1.1719,1,4,1,200,1065,0
1,2,18,1,4,18,3.7678,0,5,1,200,1065,0
1,1,25,2,24,11,2.4694,1,6,1,200,835,0
1,4,39,6,103,161,5.0573,38,8,1,200,953,1
1,2,44,2,19,23,2.1635,0,4,1,200,609,0
2,2,36,1,22,5,2.6584,1,5,1,200,1119,0
1,1,20,0,24,38,2.4505,2,5,1,200,931,0
1,4,125,5,67,91,5.0849,41,11,0,403,837,1
1,2,37,0,6,39,3.8313,1,5,1,200,886,0
1,2,34,2,18,49,2.0386,1,5,1,200,287,0
1,2,24,2,19,48,3.8988,1,5,1,200,1387,0
1,5,69,2,87,91,6.3923,46,5,1,403,3481,1
1,2,22,1,24,47,2.8311,4,6,1,200,1482,0
2,3,26,1,10,43,3.8911,4,4,1,200,1181,0
1,3,21,1,25,23,2.0376,3,4,1,200,743,0
3,5,42,6,94,123,6.6577,24,10,0,403,3071,1
1,3,29,0,5,0,1.6271,3,5,1,200,1156,0
1,1,35,0,12,48,3.954,4,6,1,200,834,0
1,1,18,2,20,41,1.1033,3,5,1,200,556,0
4,1,121,2,31,118,7.2397,37,10,0,200,2629,1
2,1,28,2,9,37,1.8267,0,6,1,200,1328,0
2,3,24,2,24,14,3.2156,4,4,1,200,381,0
1,2,18,2,17,15,3.153,0,6,1,200,1171,0
2,4,130,4,28,110,7.0515,44,11,0,400,4300,1
1,1,29,1,15,11,1.6912,1,5,1,200,1390,0
1,1,41,2,13,41,3.0221,1,4,1,200,493,0
2,1,23,2,22,1,3.8019,2,6,1,200,888,0
4,2,109,2,96,192,5.8307,25,6,0,400,3164,1
2,1,26,2,20,3,3.6332,1,6,1,200,1469,0
1,3,37,0,20,14,2.5083,4,4,1,200,602,0
1,2,28,1,3,35,3.1461,2,4,1,200,1230,0
1,4,146,5,53,243,5.5291,19,11,0,403,552,1
1,2,41,2,20,7,1.3739,0,6,1,200,1301,0
1,1,23,0,4,30,2.2432,2,6,1,200,346,0
2,1,27,1,23,32,2.7053,2,4,1,200,1489,0
3,1,30,8,77,268,6.3452,25,10,1,403,3543,1
1,2,39,0,23,20,2.7395,0,4,1,200,218,0
1,1,17,1,20,34,1.2477,2,4,1,200,838,0
1,1,34,0,1,20,2.4167,2,4,1,200,1172,0
1,1,110,6,85,68,7.3451,16,8,0,400,414,1
1,1,41,2,1,35,3.2461,4,6,1,200,957,0
1,1,18,1,24,4,1.1732,3,7,1,200,484,0
1,3,38,1,4,17,1.2717,2,7,1,200,1433,0
1,3,128,8,100,178,5.5409,18,10,1,200,518,1
1,3,26,0,20,48,3.2518,1,6,1,200,578,0
1,2,36,1,15,45,1.2388,3,5,1,200,878,0
2,2,22,1,29,33,2.1161,1,7,1,200,1261,0
3,1,102,7,91,228,7.3744,14,6,0,500,3583,1
1,3,28,1,22,47,3.2094,3,6,1,200,287,0
1,3,45,1,4,43,1.5768,3,7,1,200,857,0
2,3,44,1,16,3,2.2153,0,6,1,200,1475,0
3,2,99,3,64,107,5.3348,43,8,1,200,2361,1
1,3,17,0,11,28,2.0435,4,7,1,200,1227,0
1,1,20,2,4,31,3.1121,2,4,1,200,922,0
1,2,18,2,2,2,2.3332,4,7,1,200,887,0
2,3,124,9,108,89,4.7745,23,8,0,500,1867,1
1,1,16,0,12,1,1.9881,2,6,1,200,673,0
1,3,17,2,27,11,3.1811,3,6,1,200,1236,0
1,1,26,0,23,9,1.4691,4,6,1,200,458,0
4,5,119,4,90,166,6.2079,43,5,1,403,4176,1
1,1,46,0,1,49,2.3385,3,6,1,200,594,0
1,3,41,1,5,37,3.4239,3,4,1,200,568,0
2,1,47,1,17,46,1.7554,1,5,1,200,572,0
1,3,124,9,29,128,4.9002,27,9,0,500,921,1
1,2,42,1,29,12,2.4018,2,4,1,200,1315,0
2,1,34,0,26,29,1.3372,2,5,1,200,327,0
1,3,19,2,27,33,3.9085,1,7,1,200,550,0
3,1,93,6,73,174,5.0118,48,6,1,403,4224,1
2,1,25,2,0,20,2.2237,1,6,1,200,1387,0
2,2,15,2,2,34,2.9506,0,4,1,200,1266,0
1,3,16,1,29,43,2.7781,1,4,1,200,976,0
2,2,89,7,80,208,6.4233,21,6,1,200,148,1
1,1,17,1,4,45,3.4507,4,4,1,200,1453,0
1,2,22,0,29,14,2.9665,0,7,1,200,458,0
2,3,27,2,10,20,3.6081,2,5,1,200,1313,0
2,3,131,7,108,188,5.5558,42,7,0,500,585,1
1,3,35,1,13,30,2.8956,4,7,1,200,1494,0
1,2,43,1,15,35,1.5647,4,5,1,200,1038,0
1,1,30,1,27,47,2.7183,4,4,1,200,1296,0
1,3,117,6,109,78,6.7057,37,10,0,200,3560,1
2,2,41,1,13,1,3.0286,4,6,1,200,1352,0
1,2,39,1,28,2,2.8068,1,5,1,200,764,0
2,2,32,2,1,11,3.0185,3,6,1,200,735,0
4,4,94,2,100,178,4.599,39,11,0,403,4241,1
2,2,40,0,0,23,1.4327,2,7,1,200,739,0
1,3,31,2,21,14,1.4703,0,5,1,200,904,0
2,3,18,2,4,34,1.4963,2,5,1,200,1326,0
1,2,79,8,90,108,5.8734,21,9,0,400,2308,1
1,3,16,0,6,31,3.905,1,4,1,200,875,0
1,1,15,2,15,29,1.2791,0,6,1,200,794,0
2,3,36,2,12,36,1.2928,3,7,1,200,491,0
4,5,111,3,99,218,5.5977,11,7,1,500,1682,1
1,2,40,0,16,15,2.5316,2,4,1,200,678,0
2,1,16,1,13,32,3.9568,1,6,1,200,1146,0
2,3,33,2,4,17,2.1485,3,4,1,200,469,0
3,4,128,6,100,299,7.3085,19,3,0,200,461,1
2,1,32,0,29,28,2.8995,0,6,1,200,589,0
2,1,29,0,3,17,2.3732,0,7,1,200,1454,0
1,2,17,2,17,41,1.3224,4,5,1,200,1153,0
3,4,87,9,108,106,5.1343,13,9,1,200,1215,1
1,2,19,1,4,30,2.0329,1,7,1,200,778,0
1,1,17,1,24,29,1.2776,1,5,1,200,714,0
1,1,27,2,11,34,3.4625,0,5,1,200,1008,0
4,4,76,3,115,259,5.4177,14,10,0,403,2108,1
2,2,21,2,5,2,3.9887,1,4,1,200,325,0
2,2,26,0,3,1,1.7464,1,5,1,200,857,0
1,2,36,0,26,29,1.6345,4,7,1,200,741,0
4,2,86,8,92,164,7.0547,34,5,0,403,4067,1
1,3,41,1,26,18,2.554,1,4,1,200,366,0
2,1,33,0,18,32,1.6991,1,7,1,200,723,0
1,2,42,0,4,48,2.2469,4,7,1,200,872,0
3,1,136,3,49,75,5.5762,48,3,1,500,852,1
1,1,20,1,17,37,1.0022,1,6,1,200,1295,0
1,1,43,1,5,13,2.0062,1,6,1,200,1322,0
1,3,37,2,7,49,3.7898,4,4,1,200,450,0
1,4,31,2,32,275,6.6313,43,5,1,403,2779,1
2,3,33,2,17,38,1.9193,3,4,1,200,1034,0
1,2,18,0,0,26,1.0146,4,5,1,200,532,0
1,1,30,2,21,35,3.988,1,5,1,200,228,0
3,4,124,3,62,257,7.1382,41,5,1,500,1338,1
2,3,40,0,2,13,3.2261,0,4,1,200,1057,0
2,2,37,0,24,0,2.2011,1,6,1,200,397,0
1,1,31,2,26,39,2.0244,2,7,1,200,430,0
4,2,149,7,105,264,7.0504,18,7,0,200,710,1
1,2,38,2,0,38,2.9355,4,6,1,200,419,0
1,3,37,0,1,39,2.7006,2,5,1,200,1070,0
1,2,19,0,20,28,3.1411,4,5,1,200,859,0
2,1,31,2,51,75,5.9559,12,3,0,403,4968,1
2,1,49,1,4,33,2.8805,4,4,1,200,886,0
1,1,34,2,4,23,3.2051,0,7,1,200,415,0
1,2,26,0,12,41,3.5685,3,4,1,200,1199,0
2,2,106,5,115,291,6.5903,14,8,1,200,3501,1
2,1,32,2,3,25,1.1335,2,7,1,200,673,0
2,3,28,2,16,32,3.4439,0,6,1,200,256,0
1,2,28,0,19,29,3.5446,4,5,1,200,645,0
2,1,132,9,37,122,5.4999,26,5,0,400,1094,1
1,2,34,0,3,9,1.7165,4,6,1,200,1058,0
2,1,44,2,16,15,3.0687,2,5,1,200,215,0
1,3,35,1,10,35,1.8343,0,5,1,200,603,0
1,2,38,5,72,110,5.2127,29,8,0,200,4964,1
2,1,48,2,14,44,3.5576,1,5,1,200,1013,0
2,3,38,2,28,41,1.8026,3,7,1,200,695,0
1,3,41,0,26,31,1.104,1,4,1,200,336,0
4,3,93,9,39,231,6.5162,28,7,1,403,2082,1
2,1,44,2,18,11,2.7644,2,4,1,200,876,0
2,2,40,1,19,14,2.9151,1,5,1,200,258,0
2,3,42,1,26,7,3.6278,4,5,1,200,638,0
2,2,43,7,93,276,7.4807,20,5,0,403,174,1
1,1,24,2,14,18,2.997,4,7,1,200,571,0
1,2,37,0,4,3,1.185,0,4,1,200,570,0
1,1,32,0,7,48,1.1635,2,6,1,200,425,0
2,3,41,5,31,286,5.495,24,9,0,200,2794,1
1,2,44,0,13,5,1.8916,2,5,1,200,1055,0
1,2,48,2,14,10,2.916,0,5,1,200,755,0
1,3,42,2,22,20,3.7601,1,6,1,200,315,0
1,2,57,4,101,255,5.7068,33,10,1,400,3408,1
1,3,19,0,16,33,1.4602,1,4,1,200,937,0
1,3,42,2,13,49,3.8677,1,5,1,200,1335,0
1,2,42,0,2,43,1.5235,1,5,1,200,1463,0
4,3,133,4,106,56,6.4975,16,4,1,403,2205,1
1,3,32,0,15,44,3.3923,3,5,1,200,992,0
1,3,29,2,7,9,2.201,2,6,1,200,483,0
1,3,28,0,15,9,2.419,2,4,1,200,304,0
2,3,77,3,95,103,7.0907,49,4,0,403,324,1
2,3,22,0,21,32,3.531,3,6,1,200,1327,0
2,3,15,2,19,32,2.3333,4,4,1,200,1093,0
1,2,48,0,23,22,2.1683,4,5,1,200,963,0
2,2,75,7,30,225,5.828,44,3,1,400,1259,1
1,3,42,1,14,43,3.5458,0,6,1,200,507,0
2,1,23,0,27,48,3.1706,4,5,1,200,1052,0
1,2,27,0,19,46,1.2444,1,4,1,200,568,0
1,3,40,5,29,202,5.2125,34,8,1,403,2200,1
1,3,15,1,3,29,2.9945,2,4,1,200,1403,0
1,3,37,2,21,28,3.94,0,5,1,200,1316,0
2,3,26,2,26,38,3.7623,1,7,1,200,656,0
1,2,138,6,74,168,4.6947,33,3,1,200,2562,1
1,3,29,2,7,14,1.1803,1,7,1,200,556,0
1,2,41,0,12,20,2.7444,4,7,1,200,562,0
1,1,42,2,24,34,3.6762,2,5,1,200,1332,0
3,5,148,3,105,175,6.4462,36,3,1,200,909,1
1,2,41,2,27,41,2.3211,2,5,1,200,1337,0
2,1,30,2,23,7,1.9438,4,4,1,200,816,0
2,3,26,2,16,14,1.5975,1,7,1,200,595,0
4,1,132,3,98,273,5.3083,44,4,1,500,4377,1
1,1,32,0,29,25,1.5426,2,5,1,200,895,0
1,1,42,1,26,19,2.6581,0,5,1,200,420,0
1,2,36,2,19,13,2.7858,1,5,1,200,1327,0
1,3,83,5,53,291,7.4905,32,10,0,400,2848,1
1,2,34,1,16,43,3.0733,0,6,1,200,1051,0
2,1,41,2,29,48,3.2991,1,6,1,200,1069,0
2,1,48,0,16,39,2.6202,3,4,1,200,751,0
3,3,111,6,83,132,7.4113,25,10,1,400,2839,1
1,3,26,0,9,6,2.2324,0,4,1,200,988,0
1,3,39,2,9,16,3.8889,0,6,1,200,1089,0
2,1,26,2,3,35,2.6789,4,6,1,200,794,0
2,5,68,9,99,146,7.0365,16,4,0,403,3484,1
1,3,18,2,28,1,3.8794,4,4,1,200,1139,0
2,3,22,0,4,1,1.6978,2,7,1,200,772,0
1,1,33,1,10,28,1.184,1,6,1,200,523,0
2,1,86,6,80,141,6.0571,18,11,0,403,292,1
1,2,24,2,0,0,2.5655,3,4,1,200,1275,0
1,1,28,2,26,16,1.1588,4,7,1,200,1196,0
2,1,36,0,24,1,2.7308,4,7,1,200,1229,0
4,5,106,7,108,203,6.1863,29,3,1,500,327,1
1,2,30,1,15,19,2.1287,2,4,1,200,474,0
2,3,36,1,17,21,2.2309,2,4,1,200,929,0
1,1,28,2,14,48,3.247,3,7,1,200,676,0
3,1,69,2,104,106,7.3334,20,11,0,400,4397,1
1,2,38,2,22,22,1.2602,0,4,1,200,1004,0
1,2,36,0,23,24,2.1138,1,7,1,200,250,0
1,2,20,1,2,41,3.3015,3,5,1,200,915,0
2,3,41,3,58,248,5.7361,40,3,0,400,3596,1
1,1,45,2,28,40,2.2212,1,5,1,200,470,0
2,3,20,2,23,10,2.2318,3,7,1,200,1361,0
1,1,21,2,17,17,1.9619,1,7,1,200,283,0
2,3,55,8,57,143,4.9049,20,3,1,500,4964,1
2,1,34,0,22,20,3.2704,3,5,1,200,1305,0
2,2,47,1,3,4,1.1249,3,6,1,200,510,0
2,1,38,1,25,1,2.5827,0,4,1,200,786,0
3,3,72,6,56,130,4.5484,48,5,1,400,3358,1
2,3,44,1,25,0,2.0666,1,5,1,200,1353,0
1,3,21,2,8,21,2.378,0,4,1,200,784,0
1,3,18,0,8,21,1.6548,1,6,1,200,1390,0
1,3,77,7,26,257,5.3736,10,5,0,403,2137,1
1,1,40,1,29,7,1.2691,0,5,1,200,997,0
1,2,24,0,3,12,3.8313,1,4,1,200,905,0
1,2,33,0,27,34,3.5855,4,5,1,200,1032,0
2,5,38,5,34,276,5.7237,31,11,0,403,4763,1
1,1,41,0,5,33,3.9976,3,4,1,200,424,0
1,2,45,1,8,28,2.6794,3,7,1,200,956,0
2,2,35,1,15,21,2.8102,2,7,1,200,941,0
2,5,58,8,101,59,4.6642,27,3,0,200,1906,1
1,1,34,1,22,40,3.8236,0,5,1,200,942,0
2,2,34,0,12,0,3.0651,0,7,1,200,934,0
2,1,31,0,1,12,2.7394,3,5,1,200,1191,0
3,5,93,8,100,288,7.3737,17,7,0,403,2856,1
1,3,31,2,19,47,2.4314,4,4,1,200,1355,0
1,2,39,2,8,21,2.4467,1,5,1,200,242,0
2,2,20,1,1,29,1.5917,1,7,1,200,200,0
1,2,42,8,72,221,7.2556,14,4,0,403,1262,1
1,1,32,0,17,9,3.2357,0,5,1,200,1338,0
2,3,18,0,28,5,1.2152,1,6,1,200,344,0
1,3,20,2,28,10,3.2064,0,7,1,200,1298,0
4,2,85,7,108,68,6.9437,45,9,0,200,4924,1
1,1,42,0,2,40,1.2487,4,7,1,200,893,0
1,3,16,1,21,39,3.1125,4,4,1,200,529,0
1,3,24,2,10,13,1.6206,4,4,1,200,663,0
3,2,104,6,60,244,5.9311,29,4,0,400,3202,1
2,2,32,1,24,18,3.5765,2,6,1,200,1459,0
1,1,31,1,18,8,2.4492,4,7,1,200,1362,0
2,1,25,2,11,39,1.2966,3,7,1,200,412,0
4,4,97,4,96,174,5.7091,21,11,0,500,867,1
2,2,27,2,27,18,1.1604,0,4,1,200,1300,0
1,1,16,1,29,21,1.9169,0,4,1,200,341,0
1,3,46,0,16,23,1.4095,4,5,1,200,962,0
3,2,110,9,62,57,4.7793,21,6,1,400,2324,1
2,3,47,1,26,11,2.9263,3,5,1,200,805,0
1,2,29,2,14,41,2.8051,0,5,1,200,1139,0
1,3,39,1,23,18,1.5824,3,4,1,200,757,0
1,2,86,8,24,104,4.6208,17,8,1,200,3488,1
1,2,17,1,21,13,3.6888,0,5,1,200,778,0
2,3,15,2,24,26,2.176,4,6,1,200,282,0
1,1,29,2,14,36,1.3038,3,4,1,200,528,0
2,1,68,3,21,72,6.0128,30,11,0,500,3070,1
1,1,15,1,18,8,3.1014,4,6,1,200,395,0
1,3,24,1,8,44,2.3372,3,5,1,200,601,0
2,1,34,0,11,20,2.1844,0,5,1,200,505,0
2,1,128,5,115,226,6.8859,26,11,0,500,4584,1
1,3,37,0,21,29,1.3592,0,5,1,200,213,0
1,2,39,2,25,46,3.0313,4,7,1,200,822,0
1,3,22,1,1,26,3.7735,0,7,1,200,1187,0
3,4,43,8,112,114,4.6748,41,3,0,400,4020,1
1,3,27,1,27,18,1.0551,2,6,1,200,925,0
1,1,41,0,19,27,2.3569,3,5,1,200,1452,0
2,2,20,0,13,43,3.9885,3,6,1,200,1254,0
3,2,134,3,29,289,7.4083,37,7,0,403,4494,1
1,1,26,2,8,38,3.0777,3,6,1,200,646,0
2,2,38,2,25,25,2.446,0,4,1,200,1209,0
2,3,40,1,29,38,3.2919,1,6,1,200,512,0
1,1,60,8,28,62,6.8228,44,3,0,500,4546,1
1,1,49,2,23,31,1.6572,4,4,1,200,552,0
1,3,47,2,20,33,1.811,2,6,1,200,581,0
1,1,34,1,5,25,3.5936,4,6,1,200,1296,0
4,3,82,9,78,247,6.7687,33,5,0,200,1854,1
1,2,42,1,23,17,1.6316,1,4,1,200,1496,0
2,1,43,1,24,30,2.4141,1,4,1,200,1312,0
1,2,22,2,26,24,3.2723,0,4,1,200,1463,0
